id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration,airline,costperhour
989,397.01,776,DCA,RSETozIzLjLQdvO1tO9iRU038,328.60,68.00,0.41,2016-01-25T06:00,2016-01-25T07:45-05:00,680,75,21,UA,33.0841666666666667
990,397.01,716,DCA,RSETozIzLjLQdvO1tO9iRU02X,328.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:45-05:00,620,75,21,UA,36.0918181818181818
991,397.01,731,DCA,RSETozIzLjLQdvO1tO9iRU02c,328.60,68.00,0.41,2016-01-25T08:00,2016-01-25T09:45-05:00,635,75,21,UA,33.0841666666666667
992,397.01,791,DCA,RSETozIzLjLQdvO1tO9iRU03L,328.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:45-05:00,695,75,21,UA,30.5392307692307692
993,397.01,791,DCA,RSETozIzLjLQdvO1tO9iRU03M,328.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:45-05:00,695,75,21,UA,30.5392307692307692
994,397.01,956,DCA,RSETozIzLjLQdvO1tO9iRU05O,328.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,860,75,21,UA,26.4673333333333333
995,397.01,896,DCA,RSETozIzLjLQdvO1tO9iRU04p,328.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,800,75,21,UA,28.3578571428571429
996,397.01,881,DCA,RSETozIzLjLQdvO1tO9iRU04Y,328.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,785,75,21,UA,28.3578571428571429
997,401.01,872,DCA,RSETozIzLjLQdvO1tO9iRU04a,332.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,776,75,21,UA,28.6435714285714286
998,401.01,951,DCA,RSETozIzLjLQdvO1tO9iRU05P,332.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,855,75,21,UA,26.7340000000000000
999,402.01,871,DCA,RSETozIzLjLQdvO1tO9iRU072,333.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,775,75,21,UA,28.7150000000000000
1000,404.01,847,DCA,RSETozIzLjLQdvO1tO9iRU06v,335.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,751,75,21,UA,28.8578571428571429
1001,405.01,757,DCA,RSETozIzLjLQdvO1tO9iRU00V,336.60,68.00,0.41,2016-01-25T13:15,2016-01-25T14:55-05:00,661,75,21,AS,33.7508333333333333
1002,413.01,751,DCA,RSETozIzLjLQdvO1tO9iRU00Q,344.60,68.00,0.41,2016-01-25T06:15,2016-01-25T08:00-05:00,655,75,21,AS,34.4175000000000000
1003,414.01,911,DCA,RSETozIzLjLQdvO1tO9iRU07K,345.60,68.00,0.41,2016-01-25T06:45,2016-01-25T08:30-05:00,815,75,21,UA,27.6006666666666667
1004,417.01,926,DCA,RSETozIzLjLQdvO1tO9iRU00W,348.60,68.00,0.41,2016-01-25T06:15,2016-01-25T08:00-05:00,830,75,21,AS,27.8006666666666667
1005,420.01,904,DCA,RSETozIzLjLQdvO1tO9iRU07M,351.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,808,75,21,UA,28.0006666666666667
1006,420.01,929,DCA,RSETozIzLjLQdvO1tO9iRU07U,351.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,833,75,21,UA,28.0006666666666667
1007,420.01,869,DCA,RSETozIzLjLQdvO1tO9iRU07E,351.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,773,75,21,UA,30.0007142857142857
1008,421.01,861,DCA,RSETozIzLjLQdvO1tO9iRU04y,352.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,765,75,21,UA,30.0721428571428571
1009,421.01,800,DCA,RSETozIzLjLQdvO1tO9iRU04B,352.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,704,75,21,UA,32.3853846153846154
1010,421.01,800,DCA,RSETozIzLjLQdvO1tO9iRU04C,352.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,704,75,21,UA,32.3853846153846154
1011,424.01,798,DCA,RSETozIzLjLQdvO1tO9iRU04D,355.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,702,75,21,UA,32.6161538461538462
1012,424.01,738,DCA,RSETozIzLjLQdvO1tO9iRU03N,355.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,642,75,21,UA,35.3341666666666667
1013,424.01,679,DCA,RSETozIzLjLQdvO1tO9iRU02j,355.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:45-05:00,582,75,22,UA,38.5463636363636364
1014,429.01,832,DCA,RSETozIzLjLQdvO1tO9iRU04s,360.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,731,75,26,UA,33.0007692307692308
1015,429.01,968,DCA,RSETozIzLjLQdvO1tO9iRU069,360.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,872,75,21,UA,26.8131250000000000
1016,429.01,832,DCA,RSETozIzLjLQdvO1tO9iRU04r,360.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,731,75,26,UA,33.0007692307692308
1017,430.01,824,DCA,RSETozIzLjLQdvO1tO9iRU07B,361.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,728,75,21,UA,33.0776923076923077
1018,438.01,916,DCA,RSETozIzLjLQdvO1tO9iRU07c,369.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,820,75,21,UA,29.2006666666666667
1019,438.01,915,DCA,RSETozIzLjLQdvO1tO9iRU07b,369.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,819,75,21,UA,29.2006666666666667
1020,438.01,953,DCA,RSETozIzLjLQdvO1tO9iRU07l,369.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,857,75,21,UA,29.2006666666666667
1021,438.01,856,DCA,RSETozIzLjLQdvO1tO9iRU07L,369.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,760,75,21,UA,31.2864285714285714
1022,439.01,883,DCA,RSETozIzLjLQdvO1tO9iRU05a,370.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,787,75,21,UA,31.3578571428571429
1023,439.01,888,DCA,RSETozIzLjLQdvO1tO9iRU05f,370.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,792,75,21,UA,31.3578571428571429
1024,439.01,852,DCA,RSETozIzLjLQdvO1tO9iRU05J,370.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,756,75,21,UA,31.3578571428571429
1025,439.01,839,DCA,RSETozIzLjLQdvO1tO9iRU059,370.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,743,75,21,UA,33.7700000000000000
1026,439.01,867,DCA,RSETozIzLjLQdvO1tO9iRU05S,370.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:30-05:00,771,75,21,UA,31.3578571428571429
1027,444.01,917,DCA,RSETozIzLjLQdvO1tO9iRU07e,375.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,816,75,26,UA,29.6006666666666667
1028,444.01,847,DCA,RSETozIzLjLQdvO1tO9iRU07N,375.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,751,75,21,UA,31.7150000000000000
1029,446.01,942,DCA,RSETozIzLjLQdvO1tO9iRU06H,377.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,846,75,21,UA,29.7340000000000000
1030,446.01,889,DCA,RSETozIzLjLQdvO1tO9iRU05l,377.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,793,75,21,UA,31.8578571428571429
1031,446.01,926,DCA,RSETozIzLjLQdvO1tO9iRU067,377.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,825,75,26,UA,29.7340000000000000
1032,446.01,919,DCA,RSETozIzLjLQdvO1tO9iRU063,377.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,823,75,21,UA,29.7340000000000000
1033,446.01,783,DCA,RSETozIzLjLQdvO1tO9iRU04n,377.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,682,75,26,UA,34.3084615384615385
1034,446.01,926,DCA,RSETozIzLjLQdvO1tO9iRU066,377.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,825,75,26,UA,29.7340000000000000
1035,446.01,836,DCA,RSETozIzLjLQdvO1tO9iRU05L,377.60,68.00,0.41,2016-01-25T13:00,2016-01-25T14:39-05:00,740,75,21,UA,34.3084615384615385
1036,450.01,930,DCA,RSETozIzLjLQdvO1tO9iRU07n,381.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,834,75,21,UA,30.0006666666666667
1037,452.01,716,DCA,RSETozIzLjLQdvO1tO9iRU06n,383.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,620,75,21,UA,41.0918181818181818
1038,457.01,911,DCA,RSETozIzLjLQdvO1tO9iRU00Y,388.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:50-05:00,815,75,21,AS,30.4673333333333333
1039,428.01,770,DCA,RSETozIzLjLQdvO1tO9iRU045,359.60,68.00,0.41,2016-01-25T08:00,2016-01-25T09:45-05:00,674,75,21,UA,35.6675000000000000
1040,428.01,935,DCA,RSETozIzLjLQdvO1tO9iRU05m,359.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,839,75,21,UA,28.5340000000000000
1041,428.01,830,DCA,RSETozIzLjLQdvO1tO9iRU04t,359.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:45-05:00,734,75,21,UA,32.9238461538461538
1042,428.01,890,DCA,RSETozIzLjLQdvO1tO9iRU05R,359.60,68.00,0.41,2016-01-25T06:00,2016-01-25T07:45-05:00,794,75,21,UA,30.5721428571428571
1043,441.01,666,DCA,RSETozIzLjLQdvO1tO9iRU00r,372.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,570,75,21,UA,40.0918181818181818
1044,447.01,896,DCA,RSETozIzLjLQdvO1tO9iRU05s,378.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,800,75,21,UA,31.9292857142857143
1045,447.01,896,DCA,RSETozIzLjLQdvO1tO9iRU05t,378.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,800,75,21,UA,31.9292857142857143
1046,447.01,821,DCA,RSETozIzLjLQdvO1tO9iRU05B,378.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,725,75,21,UA,34.3853846153846154
1047,447.01,797,DCA,RSETozIzLjLQdvO1tO9iRU04x,378.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,701,75,21,UA,34.3853846153846154
1048,449.01,888,DCA,RSETozIzLjLQdvO1tO9iRU05n,380.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,792,75,21,UA,32.0721428571428571
1049,449.01,901,DCA,RSETozIzLjLQdvO1tO9iRU05y,380.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,805,75,21,UA,29.9340000000000000
1050,449.01,961,DCA,RSETozIzLjLQdvO1tO9iRU06S,380.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,865,75,21,UA,28.0631250000000000
1051,449.01,752,DCA,RSETozIzLjLQdvO1tO9iRU04J,380.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,651,75,26,UA,37.4175000000000000
1052,453.01,987,DCA,RSETozIzLjLQdvO1tO9iRU06j,384.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,891,75,21,UA,28.3131250000000000
1053,453.01,650,DCA,RSETozIzLjLQdvO1tO9iRU01w,384.60,68.00,0.41,2016-01-25T06:45,2016-01-25T08:30-05:00,554,75,21,UA,45.3010000000000000
1054,453.01,914,DCA,RSETozIzLjLQdvO1tO9iRU06B,384.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,818,75,21,UA,30.2006666666666667
1055,453.01,820,DCA,RSETozIzLjLQdvO1tO9iRU05N,384.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:29-05:00,724,75,21,UA,34.8469230769230769
1056,453.01,858,DCA,RSETozIzLjLQdvO1tO9iRU05i,384.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,762,75,21,UA,32.3578571428571429
1057,453.01,922,DCA,RSETozIzLjLQdvO1tO9iRU06F,384.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:29-05:00,826,75,21,UA,30.2006666666666667
1058,467.01,770,DCA,RSETozIzLjLQdvO1tO9iRU055,398.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:37-05:00,673,75,22,UA,38.9175000000000000
1059,476.01,833,DCA,RSETozIzLjLQdvO1tO9iRU05v,407.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:37-05:00,736,75,22,UA,36.6161538461538462
1060,490.01,858,DCA,RSETozIzLjLQdvO1tO9iRU06P,421.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:29-05:00,762,75,21,UA,35.0007142857142857
1061,490.01,869,DCA,RSETozIzLjLQdvO1tO9iRU07v,421.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,773,75,21,UA,35.0007142857142857
1062,570.01,778,DCA,RSETozIzLjLQdvO1tO9iRU07C,501.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:29-05:00,682,75,21,UA,47.5008333333333333
1063,476.01,885,DCA,RSETozIzLjLQdvO1tO9iRU06N,407.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,789,75,21,UA,34.0007142857142857
1064,476.01,924,DCA,RSETozIzLjLQdvO1tO9iRU06e,407.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,828,75,21,UA,31.7340000000000000
1065,476.01,757,DCA,RSETozIzLjLQdvO1tO9iRU05E,407.60,68.00,0.41,2016-01-25T14:15,2016-01-25T15:59-05:00,660,75,22,UA,39.6675000000000000
1066,476.01,961,DCA,RSETozIzLjLQdvO1tO9iRU06t,407.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,865,75,21,UA,29.7506250000000000
1067,476.01,885,DCA,RSETozIzLjLQdvO1tO9iRU06M,407.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,789,75,21,UA,34.0007142857142857
1068,477.01,839,DCA,RSETozIzLjLQdvO1tO9iRU060,408.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,743,75,21,UA,36.6930769230769231
1069,477.01,906,DCA,RSETozIzLjLQdvO1tO9iRU06Z,408.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,810,75,21,UA,31.8006666666666667
1070,477.01,896,DCA,RSETozIzLjLQdvO1tO9iRU06V,408.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,800,75,21,UA,34.0721428571428571
1071,477.01,896,DCA,RSETozIzLjLQdvO1tO9iRU06W,408.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,800,75,21,UA,34.0721428571428571
1072,477.01,821,DCA,RSETozIzLjLQdvO1tO9iRU05o,408.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,725,75,21,UA,36.6930769230769231
1073,477.01,906,DCA,RSETozIzLjLQdvO1tO9iRU06a,408.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,810,75,21,UA,31.8006666666666667
1074,477.01,839,DCA,RSETozIzLjLQdvO1tO9iRU05z,408.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,743,75,21,UA,36.6930769230769231
1075,478.02,884,DCA,RSETozIzLjLQdvO1tO9iRU06O,409.61,68.00,0.41,2016-01-25T10:15,2016-01-25T12:00-05:00,788,75,21,B6,34.1442857142857143
1076,485.01,891,DCA,RSETozIzLjLQdvO1tO9iRU00a,416.60,68.00,0.41,2016-01-25T11:30,2016-01-25T13:10-05:00,794,75,22,AS,34.6435714285714286
1077,485.01,832,DCA,RSETozIzLjLQdvO1tO9iRU00X,416.60,68.00,0.41,2016-01-25T11:30,2016-01-25T13:10-05:00,735,75,22,AS,37.3084615384615385
1078,485.01,956,DCA,RSETozIzLjLQdvO1tO9iRU06z,416.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,860,75,21,UA,32.3340000000000000
1079,488.01,719,DCA,RSETozIzLjLQdvO1tO9iRU056,419.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,623,75,21,UA,44.3645454545454545
1080,493.01,834,DCA,RSETozIzLjLQdvO1tO9iRU07o,424.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,738,75,21,UA,37.9238461538461538
1081,493.01,715,DCA,RSETozIzLjLQdvO1tO9iRU07G,424.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:45-05:00,618,75,22,UA,44.8190909090909091
1082,493.01,774,DCA,RSETozIzLjLQdvO1tO9iRU07Z,424.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,678,75,21,UA,41.0841666666666667
1083,494.01,736,DCA,RSETozIzLjLQdvO1tO9iRU07Q,425.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,640,75,21,UA,41.1675000000000000
1084,495.01,740,DCA,RSETozIzLjLQdvO1tO9iRU05Y,426.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,644,75,21,UA,41.2508333333333333
1085,495.01,800,DCA,RSETozIzLjLQdvO1tO9iRU062,426.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,704,75,21,UA,38.0776923076923077
1086,496.01,863,DCA,RSETozIzLjLQdvO1tO9iRU00Z,427.60,68.00,0.41,2016-01-25T11:30,2016-01-25T13:10-05:00,766,75,22,AS,35.4292857142857143
1087,501.01,934,DCA,RSETozIzLjLQdvO1tO9iRU079,432.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,838,75,21,UA,33.4006666666666667
1088,501.01,740,DCA,RSETozIzLjLQdvO1tO9iRU05g,432.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,644,75,21,UA,41.7508333333333333
1089,504.01,863,DCA,RSETozIzLjLQdvO1tO9iRU082,435.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,767,75,21,UA,36.0007142857142857
1090,507.01,887,DCA,RSETozIzLjLQdvO1tO9iRU06u,438.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,791,75,21,UA,36.2150000000000000
1091,512.01,581,DCA,RSETozIzLjLQdvO1tO9iRU05e,443.60,68.00,0.41,2016-01-25T14:15,2016-01-25T15:59-05:00,484,75,22,UA,56.8900000000000000
1092,513.01,750,DCA,RSETozIzLjLQdvO1tO9iRU06x,444.60,68.00,0.41,2016-01-25T06:15,2016-01-25T08:00-05:00,654,75,21,AS,42.7508333333333333
1093,514.01,934,DCA,RSETozIzLjLQdvO1tO9iRU07F,445.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,838,75,21,UA,34.2673333333333333
1094,514.01,835,DCA,RSETozIzLjLQdvO1tO9iRU06h,445.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,739,75,21,UA,39.5392307692307692
1095,518.01,881,DCA,RSETozIzLjLQdvO1tO9iRU073,449.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,785,75,21,UA,37.0007142857142857
1096,518.01,821,DCA,RSETozIzLjLQdvO1tO9iRU06d,449.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,725,75,21,UA,39.8469230769230769
1097,528.01,706,DCA,RSETozIzLjLQdvO1tO9iRU05u,459.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,610,75,21,UA,48.0009090909090909
1098,528.02,962,DCA,RSETozIzLjLQdvO1tO9iRU07X,459.61,68.00,0.41,2016-01-25T06:45,2016-01-25T08:35-05:00,866,75,21,B6,33.0012500000000000
1099,528.02,757,DCA,RSETozIzLjLQdvO1tO9iRU06L,459.61,68.00,0.41,2016-01-25T10:15,2016-01-25T12:00-05:00,661,75,21,B6,44.0016666666666667
1100,530.01,727,DCA,RSETozIzLjLQdvO1tO9iRU06A,461.60,68.00,0.41,2016-01-25T12:45,2016-01-25T14:30-05:00,630,75,22,UA,44.1675000000000000
1101,533.01,756,DCA,RSETozIzLjLQdvO1tO9iRU07t,464.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:37-05:00,659,75,22,UA,44.4175000000000000
1102,538.01,941,DCA,RSETozIzLjLQdvO1tO9iRU07V,469.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,840,75,26,UA,35.8673333333333333
1103,540.01,800,DCA,RSETozIzLjLQdvO1tO9iRU06r,471.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,704,75,21,UA,41.5392307692307692
1104,545.01,800,DCA,RSETozIzLjLQdvO1tO9iRU06w,476.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,704,75,21,UA,41.9238461538461538
1105,546.01,694,DCA,RSETozIzLjLQdvO1tO9iRU07m,477.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,598,75,21,UA,49.6372727272727273
1106,555.01,858,DCA,RSETozIzLjLQdvO1tO9iRU00b,486.60,68.00,0.41,2016-01-25T06:15,2016-01-25T08:00-05:00,762,75,21,AS,39.6435714285714286
1107,564.01,934,DCA,RSETozIzLjLQdvO1tO9iRU07k,495.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,838,75,21,UA,37.6006666666666667
1108,569.01,987,DCA,RSETozIzLjLQdvO1tO9iRU080,500.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,891,75,21,UA,35.5631250000000000
1109,569.01,888,DCA,RSETozIzLjLQdvO1tO9iRU07a,500.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,792,75,21,UA,40.6435714285714286
1110,577.01,954,DCA,RSETozIzLjLQdvO1tO9iRU07x,508.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,858,75,21,UA,38.4673333333333333
1111,604.01,740,DCA,RSETozIzLjLQdvO1tO9iRU07J,535.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,644,75,21,UA,50.3341666666666667
1112,623.01,825,DCA,RSETozIzLjLQdvO1tO9iRU07s,554.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,729,75,21,UA,47.9238461538461538
1113,623.01,838,DCA,RSETozIzLjLQdvO1tO9iRU07w,554.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:29-05:00,742,75,21,UA,47.9238461538461538
1114,623.01,868,DCA,RSETozIzLjLQdvO1tO9iRU083,554.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:29-05:00,772,75,21,UA,44.5007142857142857
1115,623.01,779,DCA,RSETozIzLjLQdvO1tO9iRU07f,554.60,68.00,0.41,2016-01-25T12:45,2016-01-25T14:30-05:00,682,75,22,UA,51.9175000000000000
1116,625.01,815,DCA,RSETozIzLjLQdvO1tO9iRU07q,556.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,719,75,21,UA,48.0776923076923077
1117,643.01,764,DCA,RSETozIzLjLQdvO1tO9iRU07p,574.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,668,75,21,UA,53.5841666666666667
1118,643.01,831,DCA,RSETozIzLjLQdvO1tO9iRU084,574.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,735,75,21,UA,49.4623076923076923
1119,644.01,735,DCA,RSETozIzLjLQdvO1tO9iRU07h,575.60,68.00,0.41,2016-01-25T06:45,2016-01-25T08:30-05:00,639,75,21,UA,53.6675000000000000
1120,730.01,756,DCA,RSETozIzLjLQdvO1tO9iRU07z,661.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,660,75,21,UA,60.8341666666666667
1121,730.01,724,DCA,RSETozIzLjLQdvO1tO9iRU07r,661.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,628,75,21,UA,60.8341666666666667
1122,730.01,690,DCA,RSETozIzLjLQdvO1tO9iRU07j,661.60,68.00,0.41,2016-01-25T05:00,2016-01-25T06:50-05:00,594,75,21,UA,66.3645454545454545
1123,730.01,759,DCA,RSETozIzLjLQdvO1tO9iRU081,661.60,68.00,0.41,2016-01-25T13:45,2016-01-25T15:30-05:00,663,75,21,UA,60.8341666666666667
1124,730.01,682,DCA,RSETozIzLjLQdvO1tO9iRU07g,661.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,586,75,21,UA,66.3645454545454545
1125,730.01,633,DCA,RSETozIzLjLQdvO1tO9iRU07W,661.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:37-05:00,536,75,22,UA,73.0010000000000000
1126,730.01,623,DCA,RSETozIzLjLQdvO1tO9iRU07T,661.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,527,75,21,UA,73.0010000000000000
1127,730.01,689,DCA,RSETozIzLjLQdvO1tO9iRU07i,661.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,593,75,21,UA,66.3645454545454545
1128,730.01,621,DCA,RSETozIzLjLQdvO1tO9iRU07R,661.60,68.00,0.41,2016-01-25T13:45,2016-01-25T15:30-05:00,525,75,21,UA,73.0010000000000000
1129,730.01,755,DCA,RSETozIzLjLQdvO1tO9iRU07y,661.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,659,75,21,UA,60.8341666666666667
1130,730.01,735,DCA,RSETozIzLjLQdvO1tO9iRU07u,661.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:37-05:00,638,75,22,UA,60.8341666666666667
1131,730.01,601,DCA,RSETozIzLjLQdvO1tO9iRU00l,661.60,68.00,0.41,2016-01-25T04:00,2016-01-25T05:45-05:00,505,75,21,UA,73.0010000000000000
1132,730.01,591,DCA,RSETozIzLjLQdvO1tO9iRU07H,661.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:37-05:00,494,75,22,UA,81.1122222222222222
1133,730.01,639,DCA,RSETozIzLjLQdvO1tO9iRU00i,661.60,68.00,0.41,2016-01-25T15:45,2016-01-25T17:30-05:00,543,75,21,UA,73.0010000000000000
1134,259.01,602,DCA,RSETozIzLjLQdvO1tO9iRU004,190.60,68.00,0.41,2016-01-25T13:00,2016-01-25T14:45-05:00,506,75,21,UA,25.9010000000000000
1135,259.01,590,DCA,RSETozIzLjLQdvO1tO9iRU003,190.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:30-05:00,494,75,21,UA,28.7788888888888889
1136,259.01,635,DCA,RSETozIzLjLQdvO1tO9iRU00A,190.60,68.00,0.41,2016-01-25T08:00,2016-01-25T09:45-05:00,539,75,21,UA,25.9010000000000000
1137,259.01,663,DCA,RSETozIzLjLQdvO1tO9iRU00E,190.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:45-05:00,566,75,22,UA,23.5463636363636364
1138,259.01,722,DCA,RSETozIzLjLQdvO1tO9iRU00d,190.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,626,75,21,UA,21.5841666666666667
1139,259.01,755,DCA,RSETozIzLjLQdvO1tO9iRU00v,190.60,68.00,0.41,2016-01-25T06:00,2016-01-25T07:45-05:00,659,75,21,UA,21.5841666666666667
