id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration
349,277.71,753,IAD,0FYkDuZ1Gh6TlvJMkNtn19010,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,581,120,52
350,280.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1902G,238.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,785,120,52
351,280.71,878,IAD,0FYkDuZ1Gh6TlvJMkNtn1901W,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,701,120,57
352,280.71,969,IAD,0FYkDuZ1Gh6TlvJMkNtn1902L,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,792,120,57
353,280.71,738,IAD,0FYkDuZ1Gh6TlvJMkNtn1900z,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,561,120,57
354,280.71,818,IAD,0FYkDuZ1Gh6TlvJMkNtn1901C,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,641,120,57
355,280.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1901d,238.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,715,120,52
356,280.71,818,IAD,0FYkDuZ1Gh6TlvJMkNtn1901D,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,641,120,57
357,280.71,852,IAD,0FYkDuZ1Gh6TlvJMkNtn1901M,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,675,120,57
358,280.71,862,IAD,0FYkDuZ1Gh6TlvJMkNtn1901P,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,685,120,57
359,280.71,1010,IAD,0FYkDuZ1Gh6TlvJMkNtn1902c,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,833,120,57
360,284.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1901t,242.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52
361,284.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1901s,242.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52
362,284.71,723,IAD,0FYkDuZ1Gh6TlvJMkNtn1900p,242.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,551,120,52
363,284.71,870,IAD,0FYkDuZ1Gh6TlvJMkNtn1901X,242.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57
364,287.71,770,IAD,0FYkDuZ1Gh6TlvJMkNtn19009,245.60,40.00,2.11,2016-01-25T11:00,2016-01-25T14:00-05:00,598,120,52
365,288.71,915,IAD,0FYkDuZ1Gh6TlvJMkNtn1901v,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,743,120,52
366,288.71,988,IAD,0FYkDuZ1Gh6TlvJMkNtn1902f,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52
367,288.71,859,IAD,0FYkDuZ1Gh6TlvJMkNtn1901a,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,687,120,52
368,288.71,988,IAD,0FYkDuZ1Gh6TlvJMkNtn1902g,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52
369,288.71,801,IAD,0FYkDuZ1Gh6TlvJMkNtn1900r,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,629,120,52
370,298.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn19029,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,733,120,57
371,298.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1902l,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,801,120,57
372,298.71,880,IAD,0FYkDuZ1Gh6TlvJMkNtn1901q,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57
373,298.71,1018,IAD,0FYkDuZ1Gh6TlvJMkNtn19038,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,841,120,57
374,298.71,880,IAD,0FYkDuZ1Gh6TlvJMkNtn1901p,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57
375,298.71,778,IAD,0FYkDuZ1Gh6TlvJMkNtn1901E,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,601,120,57
376,300.71,845,IAD,0FYkDuZ1Gh6TlvJMkNtn1901e,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,668,120,57
377,300.71,871,IAD,0FYkDuZ1Gh6TlvJMkNtn1901n,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,694,120,57
378,300.71,763,IAD,0FYkDuZ1Gh6TlvJMkNtn19019,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,586,120,57
379,300.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn1901l,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,688,120,57
380,300.71,847,IAD,0FYkDuZ1Gh6TlvJMkNtn1901g,258.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,675,120,52
381,300.71,1003,IAD,0FYkDuZ1Gh6TlvJMkNtn19033,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,826,120,57
382,300.71,977,IAD,0FYkDuZ1Gh6TlvJMkNtn1902s,258.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,805,120,52
383,300.71,962,IAD,0FYkDuZ1Gh6TlvJMkNtn1902d,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,785,120,57
384,309.71,1014,IAD,0FYkDuZ1Gh6TlvJMkNtn1903P,267.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,837,120,57
385,311.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1901u,269.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57
386,312.71,704,IAD,0FYkDuZ1Gh6TlvJMkNtn19008,270.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:00-05:00,532,120,52
387,328.71,693,IAD,0FYkDuZ1Gh6TlvJMkNtn1900A,286.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,516,120,57
388,330.71,780,IAD,0FYkDuZ1Gh6TlvJMkNtn1901h,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,608,120,52
389,330.71,998,IAD,0FYkDuZ1Gh6TlvJMkNtn1903r,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,826,120,52
390,330.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn19026,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,655,120,52
391,330.71,883,IAD,0FYkDuZ1Gh6TlvJMkNtn1902b,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,711,120,52
392,330.71,883,IAD,0FYkDuZ1Gh6TlvJMkNtn1902a,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,711,120,52
393,341.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903I,299.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52
394,341.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn19043,299.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52
395,326.71,868,IAD,0FYkDuZ1Gh6TlvJMkNtn1902O,284.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,696,120,52
396,326.71,889,IAD,0FYkDuZ1Gh6TlvJMkNtn1902X,284.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,717,120,52
397,326.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1902n,284.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,738,120,52
398,326.71,849,IAD,0FYkDuZ1Gh6TlvJMkNtn1902I,284.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,677,120,52
399,326.71,905,IAD,0FYkDuZ1Gh6TlvJMkNtn1902k,284.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,733,120,52
400,326.71,900,IAD,0FYkDuZ1Gh6TlvJMkNtn1902i,284.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,728,120,52
401,326.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1903W,284.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,806,120,52
402,326.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn1903H,284.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52
403,326.71,840,IAD,0FYkDuZ1Gh6TlvJMkNtn1902C,284.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52
404,329.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn19050,287.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,688,120,57
405,338.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn1902N,296.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,655,120,52
406,338.71,785,IAD,0FYkDuZ1Gh6TlvJMkNtn1901r,296.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,608,120,57
407,338.71,713,IAD,0FYkDuZ1Gh6TlvJMkNtn1900H,296.60,40.00,2.11,2016-01-25T12:45,2016-01-25T15:44-05:00,541,120,52
408,338.71,937,IAD,0FYkDuZ1Gh6TlvJMkNtn1903N,296.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,765,120,52
409,338.71,781,IAD,0FYkDuZ1Gh6TlvJMkNtn19012,296.60,40.00,2.11,2016-01-25T12:45,2016-01-25T15:44-05:00,609,120,52
410,338.71,847,IAD,0FYkDuZ1Gh6TlvJMkNtn1901J,296.60,40.00,2.11,2016-01-25T12:45,2016-01-25T15:44-05:00,675,120,52
411,338.71,714,IAD,0FYkDuZ1Gh6TlvJMkNtn1900G,296.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,540,120,54
412,339.71,798,IAD,0FYkDuZ1Gh6TlvJMkNtn19014,297.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,626,120,52
413,339.71,817,IAD,0FYkDuZ1Gh6TlvJMkNtn19018,297.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,645,120,52
414,339.71,873,IAD,0FYkDuZ1Gh6TlvJMkNtn1901R,297.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,701,120,52
415,343.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1902w,301.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,715,120,52
416,343.71,738,IAD,0FYkDuZ1Gh6TlvJMkNtn1900l,301.60,40.00,2.11,2016-01-25T14:30,2016-01-25T17:23-05:00,565,120,53
417,343.71,867,IAD,0FYkDuZ1Gh6TlvJMkNtn1902m,301.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,695,120,52
418,343.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1903t,301.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,797,120,57
419,343.71,793,IAD,0FYkDuZ1Gh6TlvJMkNtn19022,301.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,621,120,52
420,343.71,997,IAD,0FYkDuZ1Gh6TlvJMkNtn19041,301.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,825,120,52
421,343.71,757,IAD,0FYkDuZ1Gh6TlvJMkNtn1901m,301.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,585,120,52
422,344.71,728,IAD,0FYkDuZ1Gh6TlvJMkNtn1901Y,302.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,551,120,57
423,344.71,1028,IAD,0FYkDuZ1Gh6TlvJMkNtn1904O,302.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,856,120,52
424,344.71,917,IAD,0FYkDuZ1Gh6TlvJMkNtn1903E,302.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,740,120,57
425,344.71,986,IAD,0FYkDuZ1Gh6TlvJMkNtn19040,302.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,814,120,52
426,348.71,923,IAD,0FYkDuZ1Gh6TlvJMkNtn1905b,306.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,751,120,52
427,348.71,911,IAD,0FYkDuZ1Gh6TlvJMkNtn1905Z,306.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,739,120,52
428,332.71,935,IAD,0FYkDuZ1Gh6TlvJMkNtn1903B,290.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,763,120,52
429,332.71,862,IAD,0FYkDuZ1Gh6TlvJMkNtn1900s,290.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,688,120,54
430,332.71,739,IAD,0FYkDuZ1Gh6TlvJMkNtn1900n,290.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,565,120,54
431,332.71,637,IAD,0FYkDuZ1Gh6TlvJMkNtn19007,290.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,465,120,52
432,334.71,695,IAD,0FYkDuZ1Gh6TlvJMkNtn1900C,292.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,518,120,57
433,336.71,918,IAD,0FYkDuZ1Gh6TlvJMkNtn19034,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,741,120,57
434,336.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1902S,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57
435,336.71,1033,IAD,0FYkDuZ1Gh6TlvJMkNtn1904D,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,856,120,57
436,336.71,816,IAD,0FYkDuZ1Gh6TlvJMkNtn19025,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,639,120,57
437,336.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn1901S,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,559,120,57
438,336.71,918,IAD,0FYkDuZ1Gh6TlvJMkNtn19035,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,741,120,57
439,342.71,882,IAD,0FYkDuZ1Gh6TlvJMkNtn1902v,300.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,710,120,52
440,356.71,879,IAD,0FYkDuZ1Gh6TlvJMkNtn1903A,314.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,705,120,54
441,356.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1903X,314.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,738,120,52
442,356.71,1012,IAD,0FYkDuZ1Gh6TlvJMkNtn1904Y,314.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,840,120,52
443,368.71,884,IAD,0FYkDuZ1Gh6TlvJMkNtn1903Z,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,712,120,52
444,368.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1903o,326.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,733,120,57
445,368.71,999,IAD,0FYkDuZ1Gh6TlvJMkNtn1904j,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,827,120,52
446,368.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1904G,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
447,368.71,828,IAD,0FYkDuZ1Gh6TlvJMkNtn1902y,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,656,120,52
448,368.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1904F,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
449,348.71,801,IAD,0FYkDuZ1Gh6TlvJMkNtn1904v,306.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,629,120,52
450,362.71,849,IAD,0FYkDuZ1Gh6TlvJMkNtn1900W,320.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,675,120,54
451,363.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1905U,321.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,688,120,52
452,364.71,941,IAD,0FYkDuZ1Gh6TlvJMkNtn1903y,322.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:16-05:00,764,120,57
453,364.71,921,IAD,0FYkDuZ1Gh6TlvJMkNtn1903q,322.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57
454,369.71,844,IAD,0FYkDuZ1Gh6TlvJMkNtn19039,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,672,120,52
455,369.71,973,IAD,0FYkDuZ1Gh6TlvJMkNtn1904S,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,801,120,52
456,369.71,862,IAD,0FYkDuZ1Gh6TlvJMkNtn1903K,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,690,120,52
457,369.71,973,IAD,0FYkDuZ1Gh6TlvJMkNtn1904T,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,801,120,52
458,349.71,883,IAD,0FYkDuZ1Gh6TlvJMkNtn19031,307.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,706,120,57
459,349.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1903w,307.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,797,120,57
460,350.71,929,IAD,0FYkDuZ1Gh6TlvJMkNtn1903a,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,757,120,52
461,350.71,1019,IAD,0FYkDuZ1Gh6TlvJMkNtn1906U,308.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,842,120,57
462,350.71,909,IAD,0FYkDuZ1Gh6TlvJMkNtn1903O,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,737,120,52
463,350.71,982,IAD,0FYkDuZ1Gh6TlvJMkNtn19042,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,810,120,52
464,350.71,853,IAD,0FYkDuZ1Gh6TlvJMkNtn1902o,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,681,120,52
465,351.71,985,IAD,0FYkDuZ1Gh6TlvJMkNtn19047,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,813,120,52
466,351.71,985,IAD,0FYkDuZ1Gh6TlvJMkNtn19045,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,813,120,52
467,351.71,735,IAD,0FYkDuZ1Gh6TlvJMkNtn1904X,309.60,40.00,2.11,2016-01-25T14:15,2016-01-25T17:10-05:00,562,120,53
468,351.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn19030,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,700,120,52
469,351.71,793,IAD,0FYkDuZ1Gh6TlvJMkNtn1902K,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,621,120,52
470,351.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1903Q,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,738,120,52
471,351.71,932,IAD,0FYkDuZ1Gh6TlvJMkNtn1903c,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,760,120,52
472,351.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn1904I,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,832,120,52
473,351.71,874,IAD,0FYkDuZ1Gh6TlvJMkNtn19032,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,702,120,52
474,351.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1902z,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,700,120,52
475,352.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1903T,310.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52
476,357.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn1904U,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52
477,357.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn1904V,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52
478,357.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903l,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52
479,357.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903k,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52
480,358.71,882,IAD,0FYkDuZ1Gh6TlvJMkNtn1903G,316.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,710,120,52
481,358.71,807,IAD,0FYkDuZ1Gh6TlvJMkNtn1902V,316.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,635,120,52
482,361.71,891,IAD,0FYkDuZ1Gh6TlvJMkNtn1903S,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,719,120,52
483,361.71,835,IAD,0FYkDuZ1Gh6TlvJMkNtn1902u,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,663,120,52
484,361.71,964,IAD,0FYkDuZ1Gh6TlvJMkNtn19049,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,792,120,52
485,361.71,1006,IAD,0FYkDuZ1Gh6TlvJMkNtn1904b,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,834,120,52
486,361.71,964,IAD,0FYkDuZ1Gh6TlvJMkNtn1904A,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,792,120,52
487,365.71,1005,IAD,0FYkDuZ1Gh6TlvJMkNtn1904c,323.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,828,120,57
488,402.71,868,IAD,0FYkDuZ1Gh6TlvJMkNtn19048,360.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,691,120,57
489,403.71,1017,IAD,0FYkDuZ1Gh6TlvJMkNtn19079,361.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,840,120,57
490,403.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn1906J,361.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,688,120,57
491,404.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1904E,362.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,695,120,57
492,410.71,755,IAD,0FYkDuZ1Gh6TlvJMkNtn1903F,368.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,583,120,52
493,417.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1904o,375.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57
494,417.71,888,IAD,0FYkDuZ1Gh6TlvJMkNtn1906a,375.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,711,120,57
495,419.71,949,IAD,0FYkDuZ1Gh6TlvJMkNtn19058,377.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,777,120,52
496,423.71,747,IAD,0FYkDuZ1Gh6TlvJMkNtn1900U,381.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,575,120,52
497,423.71,730,IAD,0FYkDuZ1Gh6TlvJMkNtn1901o,381.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,558,120,52
498,369.71,900,IAD,0FYkDuZ1Gh6TlvJMkNtn1903m,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,728,120,52
499,369.71,900,IAD,0FYkDuZ1Gh6TlvJMkNtn1903n,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,728,120,52
500,369.71,992,IAD,0FYkDuZ1Gh6TlvJMkNtn1904f,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,820,120,52
501,374.71,799,IAD,0FYkDuZ1Gh6TlvJMkNtn1902r,332.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,627,120,52
502,387.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1906k,345.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,806,120,52
503,387.71,745,IAD,0FYkDuZ1Gh6TlvJMkNtn1902Z,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:11-05:00,573,120,52
504,387.71,805,IAD,0FYkDuZ1Gh6TlvJMkNtn1903C,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:11-05:00,633,120,52
505,390.71,954,IAD,0FYkDuZ1Gh6TlvJMkNtn1904l,348.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,780,120,54
506,394.71,902,IAD,0FYkDuZ1Gh6TlvJMkNtn1904H,352.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,725,120,57
507,401.71,921,IAD,0FYkDuZ1Gh6TlvJMkNtn1904g,359.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57
508,401.71,816,IAD,0FYkDuZ1Gh6TlvJMkNtn1903g,359.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,644,120,52
509,401.71,904,IAD,0FYkDuZ1Gh6TlvJMkNtn1904Z,359.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,732,120,52
510,401.71,926,IAD,0FYkDuZ1Gh6TlvJMkNtn1904m,359.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,754,120,52
511,401.71,904,IAD,0FYkDuZ1Gh6TlvJMkNtn1904a,359.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,732,120,52
512,401.71,976,IAD,0FYkDuZ1Gh6TlvJMkNtn19051,359.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,804,120,52
513,401.71,846,IAD,0FYkDuZ1Gh6TlvJMkNtn1903x,359.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,674,120,52
514,420.71,796,IAD,0FYkDuZ1Gh6TlvJMkNtn1903u,378.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,624,120,52
515,420.71,921,IAD,0FYkDuZ1Gh6TlvJMkNtn1904u,378.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57
516,420.71,803,IAD,0FYkDuZ1Gh6TlvJMkNtn1903v,378.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,626,120,57
517,426.71,765,IAD,0FYkDuZ1Gh6TlvJMkNtn1903j,384.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,588,120,57
518,371.71,784,IAD,0FYkDuZ1Gh6TlvJMkNtn1900u,329.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,610,120,54
